--------------------------------------------------------------------
TestCaseNum: 2a
Popln_Size: 20
Max_Generations: 500
Mutation_percent: 5
Num_Games: 10
Max_Moves: 200
N_percent: 30
Selection: TS
Crossover: Cross1
--------------------------------------------------------------------

Gen no.	AvgFit	BestCandidate	BestFitness
143	77.31499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
144	77.59	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
145	77.625	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
146	77.67499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
147	77.39499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
148	77.48499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
149	77.57999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
150	77.61999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
151	77.29999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
152	77.68499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
153	77.60999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
154	77.59999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
155	77.40999999999997	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
156	77.61999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
157	77.53499999999997	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
158	77.67999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
159	77.585	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
160	77.49499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
161	77.26499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
162	77.55999999999997	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
163	77.53999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
164	77.57499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
165	77.66499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
166	77.72999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
167	77.67999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
168	77.61499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
169	77.66999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
170	77.655	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
171	77.69999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
172	77.73	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
173	77.32	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
174	77.695	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
175	77.64	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
176	77.725	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
177	77.62	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
178	77.71	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
179	77.49	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
180	77.63	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
181	77.69500000000001	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
182	77.28	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
183	77.64	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
184	77.69	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
185	77.75499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
186	77.54499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
187	77.33999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
188	77.64499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
189	77.67499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
190	77.6	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
191	77.53	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
192	77.6	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
193	77.69499999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
194	77.66	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
195	77.61	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
196	77.23999999999998	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
197	77.675	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
198	77.61999999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
199	77.68499999999999	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
200	77.53	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
201	77.695	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
202	77.37	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
203	77.66	[-0.49957236  0.02205146 -0.82985248 -0.2475602 ]	78.1
204	77.11999999999998	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
205	77.29499999999999	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
206	77.44999999999997	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
207	77.63000000000001	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
208	77.71499999999999	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
209	77.7	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
210	77.70999999999998	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
211	77.71	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
212	77.74000000000001	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
213	77.67999999999999	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
214	77.48	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
215	77.695	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
216	77.65499999999999	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
217	77.635	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
218	77.68	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
219	77.62500000000001	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
220	77.74000000000001	[-0.50691196  0.02235523 -0.82978118 -0.23238695]	78.2
221	77.72	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
222	77.76000000000002	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
223	77.71000000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
224	77.80499999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
225	77.89	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
226	77.415	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
227	77.785	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
228	77.78999999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
229	77.485	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
230	77.755	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
231	77.505	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
232	77.16	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
233	77.68999999999998	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
234	77.75999999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
235	77.815	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
236	77.71000000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
237	77.755	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
238	77.75499999999998	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
239	77.815	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
240	77.82499999999997	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
241	77.60499999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
242	77.72999999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
243	77.71999999999998	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
244	77.595	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
245	77.57499999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
246	77.655	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
247	77.77499999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
248	77.73999999999998	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
249	77.62	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
250	77.80999999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
251	77.84499999999998	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
252	77.755	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
253	77.67999999999999	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
254	77.72500000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
255	77.92000000000002	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
256	77.55500000000002	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
257	77.49000000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
258	77.64000000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
259	77.845	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
260	77.58500000000001	[-0.50231677  0.02226887 -0.82655052 -0.25297469]	78.3
261	77.9	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
262	77.9	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
263	77.74000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
264	77.685	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
265	77.825	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
266	77.76000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
267	77.855	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
268	77.89000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
269	77.83500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
270	77.75500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
271	77.88500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
272	77.82500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
273	77.57500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
274	77.665	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
275	77.84	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
276	77.57000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
277	77.555	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
278	77.985	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
279	77.99500000000003	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
280	77.82000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
281	77.64000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
282	77.855	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
283	77.69000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
284	77.67000000000003	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
285	77.89000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
286	77.80000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
287	77.85	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
288	77.79000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
289	77.84500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
290	77.47	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
291	77.75500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
292	77.535	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
293	77.83500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
294	77.17	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
295	77.59500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
296	77.77499999999999	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
297	77.89500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
298	77.62	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
299	77.87500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
300	77.85	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
301	77.89	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
302	77.82000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
303	77.76500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
304	77.89500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
305	77.82000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
306	77.76500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
307	77.59	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
308	77.99000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
309	77.86	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
310	78.02000000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
311	77.74500000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
312	77.97500000000001	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
313	77.87500000000003	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
314	77.98000000000002	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
315	77.775	[-0.505137    0.02242605 -0.82343136 -0.25747713]	78.5
316	77.93500000000002	[-0.50446056  0.0223286  -0.82641545 -0.2491154 ]	78.6
317	77.785	[-0.50446056  0.0223286  -0.82641545 -0.2491154 ]	78.6
318	77.78	[-0.50446056  0.0223286  -0.82641545 -0.2491154 ]	78.6
319	77.98000000000002	[-0.50446056  0.0223286  -0.82641545 -0.2491154 ]	78.6
320	77.82500000000002	[-0.50446056  0.0223286  -0.82641545 -0.2491154 ]	78.6
