--------------------------------------------------------------------
TestCaseNum: 2b
Popln_Size: 100
Max_Generations: 500
Mutation_percent: 5
Num_Games: 10
Max_Moves: 200
N_percent: 30
Selection: TS
Crossover: Cross1
--------------------------------------------------------------------

Gen no.	AvgFit	BestCandidate	BestFitness
33	14.628999999999994	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
34	14.523	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
35	14.496999999999998	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
36	14.704999999999993	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
37	14.652999999999995	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
38	14.713	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
39	14.666000000000004	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
40	14.669000000000004	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
41	14.584000000000005	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
42	14.655999999999999	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
43	14.744000000000002	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
44	14.765000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
45	14.594000000000005	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
46	14.504000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
47	14.793	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
48	14.792	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
49	14.798000000000004	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
50	14.896	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
51	14.759999999999996	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
52	14.793999999999993	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
53	14.708999999999998	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
54	14.805000000000009	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
55	14.884000000000004	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
56	14.879000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
57	14.911999999999994	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
58	14.900000000000011	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
59	14.735000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
60	14.752000000000011	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
61	14.661000000000001	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
62	14.775000000000002	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
63	14.684000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
64	14.765000000000004	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
65	14.767000000000007	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
66	14.825000000000006	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
67	14.846000000000002	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
68	14.812000000000005	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
69	14.976000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
70	14.768000000000011	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
71	14.94300000000001	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
72	14.780000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
73	14.747000000000016	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
74	15.073000000000013	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
75	15.030000000000006	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
76	14.786000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
77	15.145000000000005	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
78	15.001000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
79	14.912000000000008	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
80	14.979000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
81	15.033999999999999	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
82	14.934999999999995	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
83	15.084999999999997	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
84	15.052000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
85	14.924000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
86	14.987999999999994	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
87	14.950000000000003	[-0.71340711  0.53562279  0.2086871  -0.40075954]	17.9
88	15.066999999999997	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
89	15.109000000000002	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
90	15.135999999999992	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
91	15.195	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
92	15.235999999999999	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
93	14.982999999999999	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
94	15.198000000000004	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
95	15.211999999999998	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
96	14.998000000000008	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
97	14.999000000000008	[-0.69821873  0.54509815  0.15294552 -0.43813956]	18.1
